FNo,ObjectCount,Time,Type,Boxes
589,1,83.126,['Hatchback'],"[[(122, 180), (96, 243)]]"
590,1,84.46199999999999,['Sedan'],"[[(121, 179), (89, 221)]]"
591,1,84.318,['Hatchback'],"[[(117, 182), (59, 213)]]"
592,1,107.646,['Hatchback'],"[[(120, 182), (50, 189)]]"
593,1,80.998,['Hatchback'],"[[(117, 184), (35, 177)]]"
594,1,81.64399999999999,['Hatchback'],"[[(121, 182), (4, 172)]]"
595,1,77.999,['Hatchback'],"[[(121, 181), (9, 141)]]"
596,1,79.15700000000001,['Hatchback'],"[[(122, 180), (0, 128)]]"
597,1,76.999,['Hatchback'],"[[(119, 178), (0, 111)]]"
598,1,77.765,['Hatchback'],"[[(122, 178), (0, 98)]]"
599,1,96.175,['Hatchback'],"[[(119, 179), (0, 80)]]"
600,1,86.99900000000001,['Hatchback'],"[[(118, 180), (0, 65)]]"
601,1,90.002,['Sedan'],"[[(120, 178), (0, 44)]]"
602,0,0.0,NA,NA
603,0,0.0,NA,NA
604,0,0.0,NA,NA
605,0,1.0,NA,NA
606,0,0.0,NA,NA
607,0,0.0,NA,NA
608,0,0.0,NA,NA
609,0,0.0,NA,NA
610,0,0.0,NA,NA
611,0,0.0,NA,NA
612,0,0.0,NA,NA
613,0,0.0,NA,NA
614,0,0.0,NA,NA
615,0,0.0,NA,NA
616,0,0.0,NA,NA
617,0,0.0,NA,NA
618,0,0.0,NA,NA
619,0,0.0,NA,NA
620,0,0.0,NA,NA
621,0,0.0,NA,NA
622,0,0.0,NA,NA
623,0,0.0,NA,NA
624,0,0.0,NA,NA
625,0,0.0,NA,NA
626,0,0.0,NA,NA
627,0,0.0,NA,NA
628,0,0.0,NA,NA
629,0,0.0,NA,NA
630,0,0.0,NA,NA
631,0,0.0,NA,NA
632,0,1.0,NA,NA
633,0,0.0,NA,NA
634,0,0.0,NA,NA
635,0,0.0,NA,NA
636,0,0.0,NA,NA
637,0,0.0,NA,NA
638,0,0.0,NA,NA
639,0,0.0,NA,NA
640,0,0.0,NA,NA
641,0,0.0,NA,NA
